time_s,depth_m,resistance_N_raw,resistance_N_filtered
0,-0,0,79.25755926
0.002499999944,0.0003750000033,49.34813309,79.835892
0.004999999888,0.0007500000065,65.55662537,80.2476565
0.008750000037,0.001312499982,84.42285156,80.62255025
0.01015624963,0.001523437444,88.19002533,80.96218984
0.01226562541,0.001839843695,91.03329468,81.30511326
0.01542968769,0.002314453013,92.36571503,81.658794
0.01859375089,0.002789062448,93.18916321,81.98769512
0.02175781317,0.003263671882,94.52567291,82.29860596
0.02650390565,0.003975586034,94.48556519,82.62077488
0.03125,0.004687500186,93.78974152,82.96155299
0.03599609435,0.005399413873,92.74636841,83.29708465
0.04311523587,0.0064672851,90.69511414,83.6273317
0.05379394442,0.008069091477,87.35421753,87.31776138
0.05779846013,0.008669769391,86.01235962,89.0680426
0.05930015445,0.008895023726,86.24595642,90.20820526
0.05986329168,0.008979493752,86.39642334,90.65994141
0.06070799381,0.009106199257,87.1348114,90.98481201
0.06197504699,0.009296257049,88.0250473,91.23794739
0.06245019287,0.009367529303,88.23681641,91.5002652
0.06316290796,0.009474436752,88.51682281,91.81321198
0.06423198432,0.009634798393,89.38632202,92.09545349
0.06583560258,0.009875340387,90.45867157,92.42394806
0.06703831255,0.01005574688,91.01431274,92.8572818
0.06824102253,0.01023615431,91.5532608,93.41121002
0.07004509121,0.01050676405,92.26074219,94.06806976
0.07275119424,0.01091267914,93.10516357,94.90260681
0.07681034505,0.01152155176,94.06069183,95.838255
0.08289907128,0.01243486069,95.71625519,96.75552765
0.0851823464,0.01277735177,96.31179047,97.67324493
0.08860725164,0.01329108793,97.36167908,98.56125763
0.09374462068,0.01406169217,98.92366028,99.40767426
0.1014506593,0.01521759946,101.0128326,100.2417676
0.1043404266,0.01565106399,101.5817108,101.037977
0.1086750776,0.01630126126,102.6979294,101.7222473
0.1151770577,0.01727655903,104.623085,102.191563
0.1249300167,0.01873950288,106.594574,102.6775304
0.1285873801,0.01928810775,107.1166077,103.183179
0.1340734214,0.0201110132,108.2176437,103.703295
0.1423024833,0.02134537324,109.4035645,104.2332016
0.1453883797,0.02180825733,109.1777725,104.7685968
0.1500172317,0.02250258438,109.3393555,105.2715047
0.1517530531,0.02276295796,109.3351288,105.7985467
0.1524039805,0.02286059782,109.185463,106.325851
0.1533803791,0.02300705574,109.0891495,106.8193303
0.1537465304,0.02306197956,108.4220581,107.2340802
0.1537465304,0.02306197956,106.4930801,107.6688778
