time_s,depth_m,resistance_N_raw,resistance_N_filtered
0,-0,-0,28.17560686
0.003045456251,4.85256777e-08,0.02327981032,36.92275066
0.006090912502,7.382819831e-07,0.2401863039,45.63045087
0.00903485436,3.400702326e-06,1.001121521,53.9619879
0.01208031643,1.031194734e-05,2.918249607,62.03175302
0.01502427459,2.342089647e-05,6.308962822,71.03683507
0.01806974225,4.6378962e-05,10.60316944,78.72687123
0.0210137181,8.03278308e-05,17.73841858,86.42825273
0.02405923605,0.0001302955061,28.55295563,93.9615329
0.02700327523,0.000195287168,41.05633926,100.8827774
0.03004890867,0.0002818752837,61.78087234,106.3051694
0.03309461102,0.0003898159775,83.1131897,111.2351948
0.03603887558,0.0005155484541,112.9461441,118.078027
0.03908479214,0.0006683147512,150.6356201,127.5886886
0.04204769433,0.0008390475996,167.5382538,137.7932787
0.04502202198,0.001031823689,178.9350433,147.1133691
0.04804130644,0.00124830089,191.147995,157.3086587
0.05101167038,0.00148010836,224.12323,167.3006708
0.05407986417,0.001737030922,217.147522,179.7567717
0.0570737645,0.002002417343,232.7545013,190.4147678
0.0600387603,0.002276932122,244.6271362,200.6415848
0.06303915381,0.002563845832,246.2289124,209.337287
0.06603650749,0.002856949344,225.5977936,220.2622771
0.06901624054,0.003152313177,224.6257782,226.0909457
0.07208857685,0.003458898049,282.3059998,234.5744174
0.07508539408,0.003758539213,237.7665405,240.5634833
0.07806288451,0.004056288395,255.138031,245.7126849
0.0810995698,0.004359957296,233.2424469,248.9586615
0.08401290327,0.004651289899,255.8833618,255.8264331
0.08701431751,0.004951431882,252.7185516,261.4340216
0.0900176242,0.005251762457,317.7114868,264.6193414
0.09303153306,0.005553152878,277.0530701,267.4259076
0.09605254978,0.005855255295,273.408844,268.4563391
0.09909906983,0.006159906741,245.9455109,268.2319879
0.1020870805,0.006458708551,314.1810913,269.6524872
0.1050994918,0.006759949028,207.4975891,273.8391602
0.108015433,0.007051543333,295.1999817,276.6417413
0.1110329032,0.00735329045,262.6727905,275.2021167
0.1140106097,0.00765106082,279.3656616,278.2410132
0.1171004027,0.007960040122,248.6876678,279.4564807
0.1200043857,0.008250438608,350.6293335,282.6907416
0.1230141446,0.008551415056,331.3377075,282.3596783
0.12600182,0.008850181475,303.7562256,276.7453223
0.1290067732,0.009150677361,287.311676,276.2793701
0.132012248,0.009451224469,258.5152893,275.7020557
0.135011822,0.00975118205,239.0183563,273.1003033
0.1380086094,0.01005086023,281.741394,273.876532
0.1411010623,0.01036010589,330.2646179,272.7342676
0.1440027356,0.01065027341,294.6903076,279.0532129
0.1470931917,0.01095931977,246.3153839,279.5643872
0.1500698477,0.01125698444,313.7389526,278.0481488
0.1530547738,0.01155547705,285.5247192,279.9710443
0.1560353935,0.01185353938,314.0989685,283.1952991
0.159028396,0.01215283945,247.606781,279.4645276
0.1620164216,0.01245164219,112.3596497,278.4263757
0.1650109887,0.01275109872,306.0626831,279.9502563
0.1680946946,0.01305946894,262.6202087,281.8778345
0.1710895747,0.01335895807,208.365036,283.6547754
0.1740617603,0.0136561757,265.3512268,286.3097003
0.1770601124,0.01395601127,285.6244812,290.5295941
0.1800357848,0.01425357908,365.4712219,292.6863739
0.1830374748,0.01455374807,307.9793396,292.2828973
0.1860382259,0.014853823,224.7668304,294.2553369
0.1890229732,0.01515229698,327.4380493,292.8528101
0.1920247525,0.01545247529,329.2940369,289.3722394
0.1950014085,0.01575014181,257.3600464,288.7895868
0.1980892718,0.0160589274,305.3839111,290.7075958
0.2010945231,0.01635945216,341.853241,296.7380084
0.2040892988,0.01665893011,335.5011292,300.9909967
0.2070818543,0.01695818454,302.9388123,299.6414941
0.210069567,0.01725695655,305.3914795,301.295954
0.2130350918,0.01755350828,387.238739,299.4700214
0.2160309702,0.01785309799,384.1841125,305.3291852
0.2190153003,0.018151531,284.6033936,301.9820148
0.2220046818,0.01845046878,295.6263733,296.0638556
0.2250971198,0.01875971258,278.6757812,304.441897
0.2280798256,0.01905798167,198.5104523,301.6427771
0.2310573757,0.01935573854,299.5326538,300.8889404
0.2340344489,0.01965344511,295.5570068,302.4375525
0.237013042,0.01995130442,263.1199646,297.4589221
0.2401000559,0.02026000619,412.3873901,292.2053296
0.2430816591,0.02055816539,228.8826447,286.194068
0.2460535169,0.02085535228,249.726532,283.5427716
0.2490288615,0.02115288563,219.7029114,283.8837299
0.2520154715,0.02145154774,432.1035767,277.6745856
0.255087018,0.02175870351,281.7919617,272.0000562
0.2580637932,0.02205638029,160.0253601,272.3002783
0.2610423565,0.02235423587,434.217865,272.4051526
0.2640171051,0.02265171148,257.4600525,273.2088342
0.2670976818,0.02295976877,310.4481201,278.1001654
0.2700732946,0.02325733006,296.0753479,278.2459918
0.273042053,0.02355420403,180.9181519,277.5002313
0.2760158777,0.02385158837,210.5134277,280.6010565
0.2790792882,0.0241579283,185.2195892,276.4468622
0.2820438445,0.02445438504,236.6564026,279.8352344
0.2850060463,0.02475060336,313.9154358,283.7897473
0.2880727649,0.02505727671,232.0101318,287.3543628
0.2910291255,0.02535291389,242.3208771,283.2678687
0.2940933108,0.02565933205,292.1089478,285.2525891
0.2970811427,0.02595811337,298.24823,289.6304858
0.3000762463,0.02625762485,298.7678223,283.5051904
0.3030240536,0.02655240521,320.7937317,283.7503247
0.3060670197,0.02685670368,303.1783142,284.644408
0.3090133369,0.02715133317,276.9129944,284.9468005
0.3120581806,0.02745581977,340.6405945,290.9679443
0.3150075376,0.02775075473,308.5325317,296.0846472
0.3180535436,0.02805535495,313.5919495,301.419339
0.3210202754,0.02835202962,348.5893555,303.8826337
0.3240669072,0.02865669131,308.8182983,303.8403998
0.3270255327,0.02895255387,329.9412231,306.3545038
0.3300741613,0.02925741673,331.4099731,308.3624231
0.3330318928,0.02955318801,269.4727783,308.1190625
0.3360887468,0.02985887416,281.0854797,308.2059521
0.3390440345,0.0301544033,263.5884094,308.612417
0.3420972824,0.03045972995,332.8002014,309.272782
0.3450565934,0.0307556577,303.6351624,309.0764746
0.3480055034,0.03105055168,331.4467468,307.6140363
0.3510898054,0.03135897964,338.4309998,310.0285358
0.3540638685,0.03165638819,318.5868835,313.0633356
0.3570303023,0.03195303306,298.2387695,310.4201654
0.3600059152,0.03225059435,312.8595886,311.3297882
0.3630830348,0.03255830333,294.8627319,313.5215118
0.3660387993,0.03285387903,292.5188599,312.4837738
0.3690932989,0.03315933049,286.0249329,310.0175812
0.3720858991,0.03345859051,300.4204712,313.2308429
0.3750650883,0.03375650942,308.9294434,315.3508893
0.3780510426,0.03405510262,337.3028564,317.7643536
0.3810452521,0.03435452655,298.2706299,318.5770258
0.3840180337,0.03465180472,240.3520355,321.9221649
0.3870885074,0.03495885059,401.0030823,320.3570355
0.3900847733,0.03525847942,384.4025269,318.9964508
0.3930591047,0.03555591032,247.5126953,319.2990253
0.3960377574,0.03585377708,371.3299255,319.1930658
0.3990229368,0.03615229204,363.6113892,320.6393573
0.4020238519,0.03645238653,303.9977722,326.5787372
0.4050185978,0.03675186262,269.7551575,325.0023901
0.4080967307,0.0370596759,349.8043213,326.0269592
0.4110861123,0.03735861182,334.0866394,324.7319421
0.414075911,0.03765759245,323.9250183,323.9265125
0.4170321226,0.03795321286,353.1170044,319.9549451
0.4200215638,0.03825215623,387.2636414,319.3182373
0.4230015278,0.03855015337,292.318512,320.5419366
0.4260728657,0.03885728493,304.4163818,321.5907855
0.4290583432,0.03915583342,326.1512451,318.756756
